id,month,year,visits,no_of_appts,production
182,10,2015,462,445,185253.13
182,11,2015,412,401,170087.58
182,12,2015,414,425,159279.41
182,1,2016,428,423,146284.78
182,2,2016,409,415,140542.19
182,3,2016,443,451,182089.62
182,4,2016,454,453,169801.26
182,5,2016,412,398,157615.91
182,6,2016,532,522,231702.56
182,7,2016,433,438,180503.97
182,8,2016,454,452,157882.22
182,9,2016,461,444,151978.36
182,10,2016,436,431,155618.81
182,11,2016,514,522,255031.28
182,12,2016,454,456,168013.95
182,1,2017,475,484,151031.01
182,2,2017,425,437,180299.71
182,3,2017,510,522,192813.43
182,4,2017,441,427,150335.6
182,5,2017,493,494,238156.52
182,6,2017,543,537,239789.55
182,7,2017,406,416,160054.68
182,8,2017,445,441,198416.19
182,9,2017,446,434,181103.28
182,10,2017,470,481,158379.5
182,11,2017,507,515,211894.05
182,12,2017,413,421,169735.82
182,1,2018,480,481,179694.61
182,2,2018,439,432,177050.59
182,3,2018,459,467,162487.93
182,4,2018,452,452,167308.78
182,5,2018,465,459,174868.96
182,6,2018,484,490,244472.16
182,7,2018,419,420,135555.24
182,8,2018,485,477,202283.72
182,9,2018,454,438,155404.67
182,10,2018,523,511,202940.73
182,11,2018,528,508,193233.75
182,12,2018,395,396,142819.56
182,1,2019,517,500,189744.97
182,2,2019,435,427,158742.46
182,3,2019,478,479,189760.62
182,4,2019,513,506,205240.42
182,5,2019,527,511,218952.15
182,6,2019,508,505,193616.31
182,7,2019,495,493,187681.39
182,8,2019,411,398,136576.79
182,9,2019,451,437,157266.06
182,10,2019,500,485,174090.01
182,11,2019,521,521,210786.07
182,12,2019,465,422,189490.51
182,1,2020,628,571,232893.56
182,2,2020,542,522,225421.38
182,3,2020,281,279,103894.28
182,5,2020,1,1,35.0
182,6,2020,261,217,115499.26
182,7,2020,576,541,231700.68
182,8,2020,468,431,227542.81
182,9,2020,560,521,261185.85
182,10,2020,620,568,291529.81
182,11,2020,607,543,273033.27
182,12,2020,564,479,258500.41
139,1,2010,660,506,230142.75
139,2,2010,517,385,197848.12
139,3,2010,661,489,232734.79
139,4,2010,629,445,225755.28
139,5,2010,656,510,234240.74
139,6,2010,687,509,227933.71
139,7,2010,569,403,179128.77
139,8,2010,630,455,206259.73
139,9,2010,637,467,198783.2
139,10,2010,614,473,213687.35
139,11,2010,627,442,231083.57
139,12,2010,595,451,214453.99
139,1,2011,675,531,258460.17
139,2,2011,599,454,226523.68
139,3,2011,635,470,203723.55
139,4,2011,678,517,278493.06
139,5,2011,669,500,242949.9
139,6,2011,602,460,175378.42
139,7,2011,537,387,158587.26
139,8,2011,678,521,245038.7
139,9,2011,650,484,248018.12
139,10,2011,619,470,201576.39
139,11,2011,745,557,242561.84
139,12,2011,564,420,202270.82
139,1,2012,642,501,265996.32
139,2,2012,659,504,247432.77
139,3,2012,675,479,230747.67
139,4,2012,669,516,263659.62
139,5,2012,677,519,259001.06
139,6,2012,703,526,272231.32
139,7,2012,569,444,169836.8
139,8,2012,657,501,248840.32
139,9,2012,631,491,238598.11
139,10,2012,664,491,252197.8
139,11,2012,678,556,229523.52
139,12,2012,605,458,232439.9
139,1,2013,738,580,319022.33
139,2,2013,601,465,215419.22
139,3,2013,658,484,226184.14
139,4,2013,739,569,289238.01
139,5,2013,736,564,280289.78
139,6,2013,701,545,237270.93
139,7,2013,793,604,353534.19
139,8,2013,607,459,179719.5
139,9,2013,685,490,262940.93
139,10,2013,741,556,267301.53
139,11,2013,694,542,286054.15
139,12,2013,583,445,193796.25
139,1,2014,765,574,291585.82
139,2,2014,672,508,273414.9
139,3,2014,751,579,267410.61
139,4,2014,739,577,264055.02
139,5,2014,755,577,273500.6
139,6,2014,737,584,251027.6
139,7,2014,718,573,244799.17
139,8,2014,674,509,214195.25
139,9,2014,764,593,276149.87
139,10,2014,788,595,270678.35
139,11,2014,691,550,220792.1
139,12,2014,668,522,209518.0
139,1,2015,752,611,273765.34
139,2,2015,691,553,271347.45
139,3,2015,757,606,276534.04
139,4,2015,747,612,321892.17
139,5,2015,709,554,235361.06
139,6,2015,797,636,323982.37
139,7,2015,761,578,310837.79
139,8,2015,765,605,257454.41
139,9,2015,778,621,283130.86
139,10,2015,751,606,293895.58
139,11,2015,780,629,283148.84
139,12,2015,740,564,254429.87
139,1,2016,836,648,290298.06
139,2,2016,773,613,291139.15
139,3,2016,821,667,293520.41
139,4,2016,891,688,364497.41
139,5,2016,826,658,339789.97
139,6,2016,890,717,349735.69
139,7,2016,829,639,317018.09
139,8,2016,872,699,332404.83
139,9,2016,852,658,360370.76
139,10,2016,838,673,308832.11
139,11,2016,923,729,364123.47
139,12,2016,743,596,248690.24
139,1,2017,938,754,337254.2
139,2,2017,710,577,290990.09
139,3,2017,877,679,310132.57
139,4,2017,870,682,363333.05
139,5,2017,900,732,366492.91
139,6,2017,866,728,349579.72
139,7,2017,830,660,336318.3
139,8,2017,916,704,361618.16
139,9,2017,802,648,306915.09
139,10,2017,840,679,320446.65
139,11,2017,894,720,377644.63
139,12,2017,763,595,258442.62
139,1,2018,934,725,376634.9
139,2,2018,771,595,280961.23
139,3,2018,878,698,355639.1
139,4,2018,883,690,352754.43
139,5,2018,972,763,373087.73
139,6,2018,882,707,339981.91
139,7,2018,856,670,320664.71
139,8,2018,916,705,353710.36
139,9,2018,774,594,269770.34
139,10,2018,996,748,393640.75
139,11,2018,912,689,336686.12
139,12,2018,824,624,312119.69
139,1,2019,1014,765,390484.11
139,2,2019,694,536,224163.76
139,3,2019,929,723,361853.59
139,4,2019,959,729,380925.61
139,5,2019,1032,805,386724.87
139,6,2019,948,735,423924.17
139,7,2019,950,751,423489.78
139,8,2019,931,715,354412.14
139,9,2019,817,663,317636.46
139,10,2019,927,728,349365.65
139,11,2019,978,754,377119.14
139,12,2019,814,610,274020.64
139,1,2020,941,705,375043.24
139,2,2020,849,672,350352.18
139,3,2020,441,337,188535.29
139,4,2020,106,10,46808.91
139,5,2020,157,26,77085.84
139,6,2020,528,325,269664.56
139,7,2020,764,562,292863.67
139,8,2020,848,609,313305.25
139,9,2020,895,682,398566.53
139,10,2020,838,678,348417.49
139,11,2020,788,643,418414.92
139,12,2020,682,538,306732.41
267,1,2010,821,5,222030.46
267,2,2010,756,5,224758.8
267,3,2010,857,3,221578.31
267,4,2010,881,5,263468.06
267,5,2010,838,1,253420.23
267,6,2010,954,1,283421.87
267,7,2010,697,3,194532.42
267,8,2010,722,3,220467.99
267,9,2010,879,3,243901.17
267,10,2010,863,5,263193.13
267,11,2010,893,7,265007.66
267,12,2010,807,6,262427.79
267,1,2011,824,8,232626.56
267,2,2011,782,2,239502.61
267,3,2011,865,6,259576.2
267,4,2011,831,9,239763.18
267,5,2011,995,6,304853.0
267,6,2011,955,16,263117.02
267,7,2011,740,11,229971.74
267,8,2011,789,8,238764.45
267,9,2011,814,8,251036.89
267,10,2011,990,1,296320.73
267,11,2011,1151,12,323101.27
267,12,2011,926,6,283997.34
267,1,2012,981,1,260002.85
267,2,2012,954,12,280237.6
267,3,2012,989,7,285505.89
267,4,2012,1009,6,308036.21
267,5,2012,1173,9,382917.27
267,6,2012,1016,6,309299.89
267,7,2012,974,6,299766.84
267,8,2012,898,7,254799.07
267,9,2012,938,13,279498.57
267,10,2012,1104,15,332552.29
267,11,2012,1129,12,339067.73
267,12,2012,903,6,346430.73
267,1,2013,1052,17,283856.17
267,2,2013,898,16,285358.98
267,3,2013,855,9,261668.67
267,4,2013,1057,12,338391.25
267,5,2013,1068,10,335301.3
267,6,2013,937,7,291687.84
267,7,2013,963,9,270352.75
267,8,2013,859,15,273324.06
267,9,2013,891,4,257672.07
267,10,2013,1086,8,345762.6
267,11,2013,1017,6,303577.78
267,12,2013,807,10,258013.24
267,1,2014,1023,13,317766.35
267,2,2014,886,6,278659.86
267,3,2014,904,8,264340.28
267,4,2014,1053,13,340317.89
267,5,2014,1042,10,343812.29
267,6,2014,1035,11,332195.39
267,7,2014,928,9,284747.58
267,8,2014,843,9,284059.06
267,9,2014,1000,9,354477.5
267,10,2014,1058,8,335072.64
267,11,2014,971,11,310096.09
267,12,2014,899,8,322511.84
267,1,2015,899,9,272498.01
267,2,2015,780,4,264308.47
267,3,2015,933,13,317616.29
267,4,2015,1058,10,348559.49
267,5,2015,992,10,336580.84
267,6,2015,1011,14,344237.54
267,7,2015,853,13,278477.55
267,8,2015,818,7,283536.92
267,9,2015,971,8,307057.65
267,10,2015,926,4,300894.64
267,11,2015,1018,15,332894.37
267,12,2015,907,6,294354.01
267,1,2016,952,14,307739.82
267,2,2016,877,8,283958.55
267,3,2016,984,15,339777.67
267,4,2016,953,9,308506.07
267,5,2016,1022,10,338987.44
267,6,2016,1063,12,344691.75
267,7,2016,890,13,295211.1
267,8,2016,968,12,372065.61
267,9,2016,968,16,304449.17
267,10,2016,944,9,298334.57
267,11,2016,1109,8,368245.06
267,12,2016,845,9,287156.34
267,1,2017,999,7,331951.87
267,2,2017,856,16,304363.82
267,3,2017,1004,11,333058.61
267,4,2017,963,9,359849.94
267,5,2017,1016,8,354102.4
267,6,2017,983,10,337490.53
267,7,2017,816,8,287654.43
267,8,2017,912,6,340059.98
267,9,2017,855,6,304682.74
267,10,2017,951,9,315872.9
267,11,2017,1022,11,341421.85
267,12,2017,879,8,317689.43
267,1,2018,944,5,302270.07
267,2,2018,812,4,287857.84
267,3,2018,888,7,318325.8
267,4,2018,899,11,299137.5
267,5,2018,1027,13,369853.76
267,6,2018,946,11,320982.85
267,7,2018,792,13,265840.11
267,8,2018,763,6,267249.52
267,9,2018,863,8,277364.72
267,10,2018,1256,13,433593.57
267,11,2018,1258,11,388969.56
267,12,2018,966,17,342376.37
267,1,2019,1184,14,370869.73
267,2,2019,931,6,313252.37
267,3,2019,1035,8,337168.04
267,4,2019,1179,5,376912.99
267,5,2019,1222,6,413031.02
267,6,2019,1059,6,314467.03
267,7,2019,1143,12,385397.04
267,8,2019,809,6,285017.91
267,9,2019,957,5,283680.73
267,10,2019,1182,6,396229.03
267,11,2019,1047,6,319809.91
267,12,2019,962,6,317332.08
267,1,2020,1112,9,340507.44
267,2,2020,987,11,306938.31
267,3,2020,439,3,158122.41
267,7,2020,623,5,180037.06
267,8,2020,706,8,223464.42
267,9,2020,960,9,299263.51
267,10,2020,931,9,283121.37
267,11,2020,939,8,298142.65
267,12,2020,727,2,253213.76
84,5,2012,1,246,35.36
84,6,2012,3,219,170.4
84,7,2012,1,243,-42.04
84,9,2012,1,201,132.6
84,11,2012,5,263,857.68
84,1,2013,1,311,276.0
84,2,2013,3,231,314.0
84,3,2013,2,236,26.55
84,4,2013,7,261,979.95
84,5,2013,9,236,278.4
84,6,2013,6,242,347.48
84,7,2013,16,260,866.81
84,8,2013,30,226,3409.88
84,9,2013,20,240,1761.11
84,10,2013,36,237,5487.33
84,11,2013,111,242,24689.95
84,12,2013,545,543,148139.99
84,1,2014,668,673,179471.97
84,2,2014,514,526,136148.4
84,3,2014,640,614,180496.16
84,4,2014,677,644,195424.82
84,5,2014,580,533,156048.05
84,6,2014,681,634,196720.34
84,7,2014,643,599,167231.84
84,8,2014,572,526,154666.85
84,9,2014,629,592,158466.68
84,10,2014,626,599,177277.53
84,11,2014,676,657,180967.27
84,12,2014,603,578,150129.85
84,1,2015,633,628,175149.14
84,2,2015,511,513,130254.89
84,3,2015,707,696,197063.36
84,4,2015,715,720,202524.93
84,5,2015,608,586,157831.96
84,6,2015,742,741,202255.04
84,7,2015,668,644,185118.93
84,8,2015,617,572,160638.29
84,9,2015,639,600,174211.57
84,10,2015,597,568,156524.27
84,11,2015,680,652,178016.18
84,12,2015,573,560,153604.54
84,1,2016,620,593,157964.15
84,2,2016,621,563,159447.21
84,3,2016,715,660,178526.01
84,4,2016,641,615,170731.83
84,5,2016,644,624,188244.43
84,6,2016,707,710,203248.84
84,7,2016,545,533,134051.94
84,8,2016,657,612,176325.62
84,9,2016,597,568,170245.64
84,10,2016,591,541,164275.03
84,11,2016,702,681,184405.24
84,12,2016,572,534,159976.3
84,1,2017,655,654,173934.75
84,2,2017,578,542,153141.43
84,3,2017,713,695,191462.11
84,4,2017,574,537,161355.06
84,5,2017,667,638,184867.47
84,6,2017,668,641,181073.45
84,7,2017,604,562,164532.67
84,8,2017,669,609,195906.61
84,9,2017,549,500,151084.66
84,10,2017,628,579,174498.25
84,11,2017,711,662,197968.61
84,12,2017,497,507,144005.36
84,1,2018,678,684,194080.12
84,2,2018,523,514,138505.17
84,3,2018,650,661,186339.57
84,4,2018,644,640,178869.7
84,5,2018,681,643,189983.96
84,6,2018,559,524,144505.63
84,7,2018,635,608,172817.87
84,8,2018,647,624,184988.12
84,9,2018,494,462,137181.09
84,10,2018,667,634,185071.89
84,11,2018,695,675,177912.81
84,12,2018,517,516,147641.34
84,1,2019,637,622,186299.4
84,2,2019,543,532,156302.73
84,3,2019,661,638,185300.4
84,4,2019,632,595,180387.64
84,5,2019,650,631,180183.57
84,6,2019,649,629,175332.61
84,7,2019,651,658,193872.71
84,8,2019,583,550,166415.31
84,9,2019,586,585,177148.62
84,10,2019,609,613,159720.09
84,11,2019,629,641,172714.27
84,12,2019,538,511,154764.19
84,1,2020,663,647,180768.12
84,2,2020,502,499,144549.82
84,3,2020,307,376,103951.42
84,5,2020,1,82,387.0
84,6,2020,212,227,64428.59
84,7,2020,490,474,160733.16
84,8,2020,488,425,147478.12
84,9,2020,526,498,161797.84
84,10,2020,537,519,182562.45
84,11,2020,515,484,162630.3
84,12,2020,460,429,143094.97
179,12,2017,536,461,148813.02
179,1,2018,589,531,165086.35
179,2,2018,581,520,162256.9
179,3,2018,669,521,187885.84
179,4,2018,654,539,185993.88
179,5,2018,767,586,224965.77
179,6,2018,723,557,209750.72
179,7,2018,631,499,191142.52
179,8,2018,713,588,215447.8
179,9,2018,639,535,189868.19
179,10,2018,714,599,207666.63
179,11,2018,703,625,216488.3
179,12,2018,665,603,198689.86
179,1,2019,845,704,239611.81
179,2,2019,725,607,229651.96
179,3,2019,812,683,250905.67
179,4,2019,745,629,231123.32
179,5,2019,833,742,250815.22
179,6,2019,751,639,239250.93
179,7,2019,833,743,238927.16
179,8,2019,792,711,212186.15
179,9,2019,745,686,208027.74
179,10,2019,824,728,249617.48
179,11,2019,796,752,236789.31
179,12,2019,656,647,192929.59
179,1,2020,772,749,219001.36
179,2,2020,747,710,217214.17
179,3,2020,367,493,103693.03
179,4,2020,1,180,-2433.32
179,5,2020,19,237,2931.32
179,6,2020,372,428,107827.24
179,7,2020,466,463,114224.69
179,8,2020,577,562,168871.71
179,9,2020,696,646,217535.48
179,10,2020,662,624,208759.57
179,11,2020,662,613,211399.82
179,12,2020,538,486,191632.38
263,11,2017,1,555,54.0
263,12,2017,469,385,128026.35
263,1,2018,600,533,160682.74
263,2,2018,538,479,164847.2
263,3,2018,524,481,155939.53
263,4,2018,624,526,172833.84
263,5,2018,595,543,165480.3
263,6,2018,586,515,177739.32
263,7,2018,660,575,207001.31
263,8,2018,539,428,168966.21
263,9,2018,677,559,183178.16
263,10,2018,710,594,202836.72
263,11,2018,663,511,206499.04
263,12,2018,572,466,183512.29
263,1,2019,701,552,215411.39
263,2,2019,619,454,194482.17
263,3,2019,688,552,219820.72
263,4,2019,632,453,184571.14
263,5,2019,744,492,224152.69
263,6,2019,682,432,203702.19
263,7,2019,685,453,194914.61
263,8,2019,572,372,166576.35
263,9,2019,716,489,212308.67
263,10,2019,718,444,207703.56
263,11,2019,774,528,226632.64
263,12,2019,623,421,187544.08
263,1,2020,762,537,237396.24
263,2,2020,741,548,242729.58
263,3,2020,225,261,74127.75
263,4,2020,12,140,2033.13
263,5,2020,112,117,23766.85
263,6,2020,594,362,190930.13
263,7,2020,791,460,245986.24
263,8,2020,703,432,202005.4
263,9,2020,702,462,229644.78
263,10,2020,715,436,257015.64
263,11,2020,694,448,240858.48
263,12,2020,558,357,186277.08
86,12,2017,327,251,107497.26
86,1,2018,461,322,133470.5
86,2,2018,382,272,125132.51
86,3,2018,425,343,143158.6
86,4,2018,446,349,137915.64
86,5,2018,474,353,130828.55
86,6,2018,445,290,129127.29
86,7,2018,390,279,124802.74
86,8,2018,455,261,135335.39
86,9,2018,449,237,124409.16
86,10,2018,498,305,148138.72
86,11,2018,474,269,148387.13
86,12,2018,340,233,106397.39
86,1,2019,543,392,157119.44
86,2,2019,482,337,148453.76
86,3,2019,497,347,154042.61
86,4,2019,570,330,158717.54
86,5,2019,559,314,171105.66
86,6,2019,508,259,146218.62
86,7,2019,546,420,146729.55
86,8,2019,494,318,139314.22
86,9,2019,456,287,125128.51
86,10,2019,491,285,140252.47
86,11,2019,487,332,146758.59
86,12,2019,423,322,129546.67
86,1,2020,519,389,162305.8
86,2,2020,468,367,146345.89
86,3,2020,328,293,115004.31
86,4,2020,96,121,24419.36
86,5,2020,68,114,25794.01
86,6,2020,201,184,85580.24
86,7,2020,377,231,151369.94
86,8,2020,352,206,125663.03
86,9,2020,404,278,136693.73
86,10,2020,397,260,152875.38
86,11,2020,399,298,141215.38
86,12,2020,364,266,134464.28
275,1,2010,401,90,132294.6
275,2,2010,336,85,120940.38
275,3,2010,380,89,129764.84
275,4,2010,427,112,134429.64
275,5,2010,424,88,176593.35
275,6,2010,422,122,139038.43
275,7,2010,370,137,174528.87
275,8,2010,369,122,150264.2
275,9,2010,310,85,134438.73
275,10,2010,413,96,138369.59
275,11,2010,326,111,119677.07
275,12,2010,376,95,127926.87
275,1,2011,363,106,113196.01
275,2,2011,372,98,134047.46
275,3,2011,488,266,185338.06
275,4,2011,374,385,152891.14
275,5,2011,369,394,155816.91
275,6,2011,423,442,173812.97
275,7,2011,311,377,102712.9
275,8,2011,467,437,167029.76
275,9,2011,393,442,121102.16
275,10,2011,338,400,121804.95
275,11,2011,475,465,153485.19
275,12,2011,242,304,116547.1
275,1,2012,380,423,126795.07
275,2,2012,378,409,133871.62
275,3,2012,484,527,181203.73
275,4,2012,392,415,149024.36
275,5,2012,450,456,153343.48
275,6,2012,392,461,166610.3
275,7,2012,346,424,117516.07
275,8,2012,393,413,131129.86
275,9,2012,390,422,165434.03
275,10,2012,484,497,169446.56
275,11,2012,348,382,135648.1
275,12,2012,359,388,133740.02
275,1,2013,381,479,137318.98
275,2,2013,348,457,113300.87
275,3,2013,398,546,158388.63
275,4,2013,426,549,175110.32
275,5,2013,429,571,182314.57
275,6,2013,396,531,149447.95
275,7,2013,422,496,117611.03
275,8,2013,409,397,144726.8
275,9,2013,363,345,137634.21
275,10,2013,388,397,174635.22
275,11,2013,434,437,139990.24
275,12,2013,292,288,109947.45
275,1,2014,415,402,114233.15
275,2,2014,329,310,105050.34
275,3,2014,338,287,82850.2
275,4,2014,497,454,247464.59
275,5,2014,402,379,122231.11
275,6,2014,396,377,141049.12
275,7,2014,459,402,245926.04
275,8,2014,357,314,99671.79
275,9,2014,425,391,132795.87
275,10,2014,373,339,113978.93
275,11,2014,368,331,122600.88
275,12,2014,362,343,95576.49
275,1,2015,471,425,134478.04
275,2,2015,381,367,131747.84
275,3,2015,469,449,147402.2
275,4,2015,423,394,134199.79
275,5,2015,398,394,134351.76
275,6,2015,365,375,106475.51
275,7,2015,465,422,146737.25
275,8,2015,358,331,98716.94
275,9,2015,389,387,99636.55
275,10,2015,382,386,177939.32
275,11,2015,360,363,114228.03
275,12,2015,363,368,106843.04
275,1,2016,415,425,150366.38
275,2,2016,439,481,136958.97
275,3,2016,428,465,142766.56
275,4,2016,409,512,124944.99
275,5,2016,383,502,134519.41
275,6,2016,446,563,144642.67
275,7,2016,416,507,122869.39
275,8,2016,481,589,129502.54
275,9,2016,462,597,148563.14
275,10,2016,399,624,118813.15
275,11,2016,482,707,172327.0
275,12,2016,468,552,145287.18
275,1,2017,584,750,206651.73
275,2,2017,434,618,132650.72
275,3,2017,497,735,154919.24
275,4,2017,509,689,165901.71
275,5,2017,393,641,133920.65
275,6,2017,572,738,198994.83
275,7,2017,523,710,164761.47
275,8,2017,515,608,144300.48
275,9,2017,498,664,160875.36
275,10,2017,516,748,183778.42
275,11,2017,572,766,202950.74
275,12,2017,502,648,146621.65
275,1,2018,574,753,183813.3
275,2,2018,424,646,127936.2
275,3,2018,483,776,158482.21
275,4,2018,467,767,129132.61
275,5,2018,491,785,151769.66
275,6,2018,487,704,159788.27
275,7,2018,555,818,173093.85
275,8,2018,511,660,159477.74
275,9,2018,555,833,167613.01
275,10,2018,501,812,157326.13
275,11,2018,587,835,184955.56
275,12,2018,400,627,133174.29
275,1,2019,536,843,156113.7
275,2,2019,497,762,157116.64
275,3,2019,522,886,156555.86
275,4,2019,484,907,146873.23
275,5,2019,1050,991,291485.69
275,6,2019,995,935,297843.57
275,7,2019,918,943,257129.67
275,8,2019,1017,998,301138.53
275,9,2019,980,991,280292.65
275,10,2019,1027,1042,300341.88
275,11,2019,1042,1050,298896.75
275,12,2019,768,794,226398.23
275,1,2020,1072,1093,309187.21
275,2,2020,959,1046,273478.07
275,3,2020,552,688,147296.36
275,4,2020,1,87,92.84
275,5,2020,19,95,4608.02
275,6,2020,584,676,167362.37
275,7,2020,1045,1145,281944.05
275,8,2020,993,1128,288527.1
275,9,2020,920,1068,283371.21
275,10,2020,926,1111,276614.81
275,11,2020,938,1125,295283.35
275,12,2020,780,1010,241491.8
215,12,2017,151,53,91522.11
215,1,2018,127,27,72580.38
215,2,2018,163,31,129670.83
215,3,2018,122,20,63282.67
215,4,2018,156,42,110624.55
215,5,2018,156,45,103146.77
215,6,2018,135,38,70528.21
215,7,2018,147,44,80615.53
215,8,2018,152,51,89699.07
215,9,2018,160,49,103438.35
215,10,2018,142,36,80505.53
215,11,2018,165,57,93632.64
215,12,2018,133,30,62962.17
215,1,2019,143,50,67341.99
215,2,2019,151,34,98899.61
215,3,2019,146,46,87261.68
215,4,2019,144,38,77748.63
215,5,2019,151,54,79551.34
215,6,2019,157,47,80207.91
215,7,2019,144,37,72646.96
215,8,2019,147,38,77619.8
215,9,2019,150,40,72876.52
215,10,2019,156,62,84646.88
215,11,2019,178,65,91825.35
215,12,2019,148,31,53658.91
215,1,2020,166,56,74501.34
215,2,2020,180,68,79953.8
215,3,2020,143,22,79313.2
215,4,2020,122,4,32068.34
215,5,2020,119,3,28936.39
215,6,2020,177,49,89981.74
215,7,2020,155,34,80431.23
215,8,2020,166,50,97185.48
215,9,2020,170,62,95102.41
215,10,2020,182,71,101289.54
215,11,2020,168,40,83603.27
215,12,2020,164,55,55189.97
3,1,2010,401,90,132294.6
3,2,2010,336,85,120940.38
3,3,2010,380,89,129764.84
3,4,2010,427,112,134429.64
3,5,2010,424,88,176593.35
3,6,2010,422,122,139038.43
3,7,2010,370,137,174528.87
3,8,2010,369,122,150264.2
3,9,2010,310,85,134438.73
3,10,2010,413,96,138369.59
3,11,2010,326,111,119677.07
3,12,2010,376,95,127926.87
3,1,2011,363,106,113196.01
3,2,2011,372,98,134047.46
3,3,2011,488,266,185338.06
3,4,2011,374,385,152891.14
3,5,2011,369,394,155816.91
3,6,2011,423,442,173812.97
3,7,2011,311,377,102712.9
3,8,2011,467,437,167029.76
3,9,2011,393,442,121102.16
3,10,2011,338,400,121804.95
3,11,2011,475,465,153485.19
3,12,2011,242,304,116547.1
3,1,2012,380,423,126795.07
3,2,2012,378,409,133871.62
3,3,2012,484,527,181203.73
3,4,2012,392,415,149024.36
3,5,2012,450,456,153343.48
3,6,2012,392,461,166610.3
3,7,2012,346,424,117516.07
3,8,2012,393,413,131129.86
3,9,2012,390,422,165434.03
3,10,2012,484,497,169446.56
3,11,2012,348,382,135648.1
3,12,2012,359,388,133740.02
3,1,2013,381,479,137318.98
3,2,2013,348,457,113300.87
3,3,2013,398,546,158388.63
3,4,2013,426,549,175110.32
3,5,2013,429,571,182314.57
3,6,2013,396,531,149447.95
3,7,2013,422,496,117611.03
3,8,2013,409,397,144726.8
3,9,2013,363,345,137634.21
3,10,2013,388,397,174635.22
3,11,2013,434,437,139990.24
3,12,2013,292,288,109947.45
3,1,2014,415,402,114233.15
3,2,2014,329,310,105050.34
3,3,2014,338,287,82850.2
3,4,2014,497,454,247464.59
3,5,2014,402,379,122231.11
3,6,2014,396,377,141049.12
3,7,2014,459,402,245926.04
3,8,2014,357,314,99671.79
3,9,2014,425,391,132795.87
3,10,2014,373,339,113978.93
3,11,2014,368,331,122600.88
3,12,2014,362,343,95576.49
3,1,2015,471,425,134478.04
3,2,2015,381,367,131747.84
3,3,2015,469,449,147402.2
3,4,2015,423,394,134199.79
3,5,2015,398,394,134351.76
3,6,2015,365,375,106475.51
3,7,2015,465,422,146737.25
3,8,2015,358,331,98716.94
3,9,2015,389,387,99636.55
3,10,2015,382,386,177939.32
3,11,2015,360,363,114228.03
3,12,2015,363,368,106843.04
3,1,2016,415,425,150366.38
3,2,2016,439,481,136958.97
3,3,2016,428,465,142766.56
3,4,2016,409,512,124944.99
3,5,2016,383,502,134519.41
3,6,2016,446,563,144642.67
3,7,2016,416,507,122869.39
3,8,2016,481,589,129502.54
3,9,2016,462,597,148563.14
3,10,2016,399,624,118813.15
3,11,2016,482,707,172327.0
3,12,2016,468,552,145287.18
3,1,2017,584,750,206651.73
3,2,2017,434,618,132650.72
3,3,2017,497,735,154919.24
3,4,2017,509,689,165901.71
3,5,2017,393,641,133920.65
3,6,2017,572,738,198994.83
3,7,2017,523,710,164761.47
3,8,2017,515,608,144300.48
3,9,2017,498,664,160875.36
3,10,2017,516,748,183778.42
3,11,2017,572,766,202950.74
3,12,2017,502,648,146621.65
240,12,2017,151,53,91522.11
240,1,2018,127,27,72580.38
3,1,2018,574,753,183813.3
240,2,2018,163,31,129670.83
3,2,2018,424,646,127936.2
3,3,2018,483,776,158482.21
240,3,2018,122,20,63282.67
240,4,2018,156,42,110624.55
3,4,2018,467,767,129132.61
3,5,2018,491,785,151769.66
240,5,2018,156,45,103146.77
240,6,2018,135,38,70528.21
3,6,2018,487,704,159788.27
3,7,2018,555,818,173093.85
240,7,2018,147,44,80615.53
240,8,2018,152,51,89699.07
3,8,2018,511,660,159477.74
240,9,2018,160,49,103438.35
3,9,2018,555,833,167613.01
240,10,2018,142,36,80505.53
3,10,2018,501,812,157326.13
3,11,2018,587,835,184955.56
240,11,2018,165,57,93632.64
240,12,2018,133,30,62962.17
3,12,2018,400,627,133174.29
3,1,2019,536,843,156113.7
240,1,2019,143,50,67341.99
240,2,2019,151,34,98899.61
3,2,2019,497,762,157116.64
240,3,2019,146,46,87261.68
3,3,2019,522,886,156555.86
3,4,2019,484,907,146873.23
240,4,2019,144,38,77748.63
3,5,2019,1050,991,291485.69
240,5,2019,151,54,79551.34
240,6,2019,157,47,80207.91
3,6,2019,995,935,297843.57
240,7,2019,144,37,72646.96
3,7,2019,918,943,257129.67
240,8,2019,147,38,77619.8
3,8,2019,1017,998,301138.53
3,9,2019,980,991,280292.65
240,9,2019,150,40,72876.52
240,10,2019,156,62,84646.88
3,10,2019,1027,1042,300341.88
3,11,2019,1042,1050,298896.75
240,11,2019,178,65,91825.35
240,12,2019,148,31,53658.91
3,12,2019,768,794,226398.23
240,1,2020,166,56,74501.34
3,1,2020,1072,1093,309187.21
3,2,2020,959,1046,273478.07
240,2,2020,180,68,79953.8
3,3,2020,552,688,147296.36
240,3,2020,143,22,79313.2
3,4,2020,1,87,92.84
240,4,2020,122,4,32068.34
3,5,2020,19,95,4608.02
240,5,2020,119,3,28936.39
3,6,2020,584,676,167362.37
240,6,2020,177,49,89981.74
3,7,2020,1045,1145,281944.05
240,7,2020,155,34,80431.23
3,8,2020,993,1128,288527.1
240,8,2020,166,50,97185.48
3,9,2020,920,1068,283371.21
240,9,2020,170,62,95102.41
3,10,2020,926,1111,276614.81
240,10,2020,182,71,101289.54
240,11,2020,168,40,83603.27
